feedback_id,user_id,source_type,related_content_id,related_product_id,user_segment,country,platform,feedback_text,rating,sentiment,issue_type,severity,created_at,converted_after_feedback,retained_after_feedback
f_0020,u_023,review,,p_0002,solo_founder,MY,wechat,如果能接入更多音乐平台就更好了。,4.2,positive,feature_request,medium,2026-01-30T00:00:00,,0
f_0021,u_069,comment,,p_0030,office_worker,US,xiaohongshu,教程内容有用，但希望有更完整的案例和模板。,3.8,neutral,content_clarity,medium,2026-06-12T00:00:00,,0
f_0022,u_046,beta_test,,p_0022,creator,MY,xiaohongshu,外观很喜欢，颜色也很治愈，适合放办公室。,4.3,positive,design,medium,2026-04-27T00:00:00,,
f_0023,u_024,support_ticket,,p_0025,student,MY,douyin,功能不错，但这个价格我会犹豫，希望有基础版。,3.5,neutral,pricing,low,2026-05-28T00:00:00,0,1
f_0024,u_028,support_ticket,c_0039,,solo_founder,SG,xiaohongshu,教程内容有用，但希望有更完整的案例和模板。,3.3,neutral,content_clarity,medium,2026-01-30T00:00:00,0,0
f_0025,u_065,review,,p_0031,creator,MY,wechat,教程内容有用，但希望有更完整的案例和模板。,3.5,neutral,content_clarity,medium,2026-02-26T00:00:00,0,
f_0026,u_059,survey,,p_0003,small_merchant,TH,xiaohongshu,功能不错，但这个价格我会犹豫，希望有基础版。,3.1,neutral,pricing,low,2026-04-10T00:00:00,0,
f_0027,u_060,beta_test,c_0043,,student,TH,douyin,不太确定数据会不会被上传，希望说明隐私策略。,3.4,negative,trust,high,2026-03-15T00:00:00,1,0
f_0028,u_057,private_message,,p_0021,student,MY,bilibili,外观很喜欢，颜色也很治愈，适合放办公室。,4.7,positive,design,low,2026-04-01T00:00:00,0,0
f_0029,u_027,support_ticket,,p_0007,solo_founder,TH,douyin,不太确定数据会不会被上传，希望说明隐私策略。,2.5,negative,trust,medium,2026-06-16T00:00:00,0,0
f_0030,u_070,survey,,p_0022,student,SG,xiaohongshu,语音反应有点慢，连续说两句话时容易卡住。,3.7,negative,performance,medium,2026-02-02T00:00:00,0,1
f_0031,u_023,private_message,,p_0026,developer,TH,wechat,机器人陪伴感很好，放在桌面上很可爱，有时候真的会想和它说话。,4.3,positive,emotional_value,low,2026-06-06T00:00:00,0,1
f_0032,u_013,survey,,p_0030,solo_founder,US,wechat,不太确定数据会不会被上传，希望说明隐私策略。,2.3,negative,trust,low,2026-03-19T00:00:00,0,
f_0033,u_024,private_message,c_0051,,small_merchant,MY,douyin,设置闹钟的路径不够直观，我找了很久。,2.5,negative,usability,medium,2026-02-18T00:00:00,1,1
f_0034,u_045,support_ticket,c_0037,,developer,SG,zhihu,教程内容有用，但希望有更完整的案例和模板。,3.6,neutral,content_clarity,low,2026-05-04T00:00:00,,0
f_0035,u_039,support_ticket,,p_0005,office_worker,US,zhihu,如果能接入更多音乐平台就更好了。,4.1,positive,feature_request,low,2026-05-24T00:00:00,1,0
f_0036,u_056,support_ticket,,p_0028,solo_founder,TH,bilibili,如果能接入更多音乐平台就更好了。,4.9,positive,feature_request,low,2026-07-09T00:00:00,,0
f_0037,u_076,support_ticket,c_0015,,office_worker,MY,zhihu,不太确定数据会不会被上传，希望说明隐私策略。,3.0,negative,trust,medium,2026-05-04T00:00:00,0,
f_0038,u_049,comment,c_0077,,office_worker,CN,xiaohongshu,语音反应有点慢，连续说两句话时容易卡住。,2.9,negative,performance,low,2026-02-25T00:00:00,,
f_0039,u_020,survey,c_0085,,developer,MY,wechat,机器人陪伴感很好，放在桌面上很可爱，有时候真的会想和它说话。,4.2,positive,emotional_value,low,2026-04-12T00:00:00,1,
f_0040,u_045,beta_test,c_0056,,developer,CN,zhihu,设置闹钟的路径不够直观，我找了很久。,2.3,negative,usability,high,2026-05-04T00:00:00,0,1
f_0041,u_001,private_message,,p_0004,developer,MY,xiaohongshu,机器人陪伴感很好，放在桌面上很可爱，有时候真的会想和它说话。,5,positive,emotional_value,low,2026-05-11T00:00:00,,
f_0042,u_049,survey,c_0092,,office_worker,US,zhihu,触摸反馈偶尔不灵敏，希望下一版优化。,1.9,negative,quality,low,2026-07-09T00:00:00,0,1
f_0043,u_047,survey,,p_0025,creator,MY,bilibili,功能不错，但这个价格我会犹豫，希望有基础版。,3.7,neutral,pricing,low,2026-02-26T00:00:00,,1
f_0044,u_011,review,c_0018,,small_merchant,US,wechat,触摸反馈偶尔不灵敏，希望下一版优化。,2.7,negative,quality,high,2026-06-24T00:00:00,1,
f_0045,u_071,survey,,p_0028,office_worker,MY,bilibili,功能不错，但这个价格我会犹豫，希望有基础版。,3.8,neutral,pricing,medium,2026-03-22T00:00:00,,
f_0046,u_005,beta_test,,p_0024,developer,US,douyin,设置闹钟的路径不够直观，我找了很久。,3.2,negative,usability,low,2026-06-18T00:00:00,1,
f_0047,u_060,support_ticket,,p_0018,student,TH,zhihu,语音反应有点慢，连续说两句话时容易卡住。,3.0,negative,performance,high,2026-07-09T00:00:00,,0
f_0048,u_079,beta_test,c_0040,,solo_founder,TH,xiaohongshu,模板包价格可以接受，如果加上视频讲解我愿意付更多。,4.9,positive,pricing,medium,2026-05-17T00:00:00,,1
f_0049,u_046,comment,c_0054,,solo_founder,SG,xiaohongshu,不太确定数据会不会被上传，希望说明隐私策略。,2.4,negative,trust,medium,2026-06-14T00:00:00,1,0
f_0050,u_085,comment,,p_0004,small_merchant,TH,xiaohongshu,教程内容有用，但希望有更完整的案例和模板。,3.0,neutral,content_clarity,medium,2026-05-25T00:00:00,0,0
f_0051,u_033,review,,p_0018,developer,MY,douyin,模板包价格可以接受，如果加上视频讲解我愿意付更多。,4.6,positive,pricing,low,2026-06-24T00:00:00,0,
f_0052,u_023,comment,c_0048,,small_merchant,SG,wechat,功能不错，但这个价格我会犹豫，希望有基础版。,3.5,neutral,pricing,low,2026-06-05T00:00:00,0,1
f_0053,u_020,survey,c_0077,,office_worker,US,bilibili,语音反应有点慢，连续说两句话时容易卡住。,2.2,negative,performance,low,2026-03-15T00:00:00,,
f_0054,u_015,beta_test,,p_0017,creator,US,wechat,如果能接入更多音乐平台就更好了。,4.0,positive,feature_request,medium,2026-04-08T00:00:00,1,
f_0055,u_061,comment,,p_0025,creator,TH,wechat,模板包价格可以接受，如果加上视频讲解我愿意付更多。,5,positive,pricing,medium,2026-04-28T00:00:00,,1
f_0056,u_013,support_ticket,c_0006,,small_merchant,MY,wechat,模板包价格可以接受，如果加上视频讲解我愿意付更多。,4.7,positive,pricing,medium,2026-04-16T00:00:00,1,1
f_0057,u_060,private_message,,p_0026,small_merchant,SG,zhihu,语音反应有点慢，连续说两句话时容易卡住。,2.7,negative,performance,high,2026-03-08T00:00:00,1,
f_0058,u_002,survey,c_0009,,student,TH,xiaohongshu,机器人陪伴感很好，放在桌面上很可爱，有时候真的会想和它说话。,4.1,positive,emotional_value,medium,2026-04-20T00:00:00,0,
f_0059,u_004,support_ticket,,p_0003,student,CN,zhihu,设置闹钟的路径不够直观，我找了很久。,2.1,negative,usability,high,2026-07-03T00:00:00,0,
f_0060,u_049,private_message,,p_0009,small_merchant,TH,bilibili,语音反应有点慢，连续说两句话时容易卡住。,1.9,negative,performance,low,2026-03-09T00:00:00,1,1
f_0061,u_082,survey,c_0010,,solo_founder,US,douyin,教程内容有用，但希望有更完整的案例和模板。,3.6,neutral,content_clarity,medium,2026-02-05T00:00:00,1,1
f_0062,u_034,review,c_0034,,office_worker,CN,wechat,如果能接入更多音乐平台就更好了。,5,positive,feature_request,low,2026-06-26T00:00:00,1,0
f_0063,u_028,support_ticket,,p_0028,small_merchant,CN,wechat,教程内容有用，但希望有更完整的案例和模板。,3.6,neutral,content_clarity,low,2026-02-08T00:00:00,,
f_0064,u_064,review,c_0003,,small_merchant,CN,xiaohongshu,设置闹钟的路径不够直观，我找了很久。,2.4,negative,usability,high,2026-04-30T00:00:00,1,0
f_0065,u_001,support_ticket,c_0074,,small_merchant,US,wechat,如果能接入更多音乐平台就更好了。,3.8,positive,feature_request,low,2026-06-08T00:00:00,0,0
f_0066,u_062,beta_test,c_0100,,developer,TH,douyin,触摸反馈偶尔不灵敏，希望下一版优化。,2.9,negative,quality,medium,2026-04-08T00:00:00,1,0
f_0067,u_011,survey,,p_0022,solo_founder,SG,bilibili,语音反应有点慢，连续说两句话时容易卡住。,1.5,negative,performance,high,2026-03-10T00:00:00,1,
f_0068,u_089,comment,c_0081,,office_worker,CN,wechat,触摸反馈偶尔不灵敏，希望下一版优化。,2.2,negative,quality,high,2026-03-10T00:00:00,0,0
f_0069,u_063,survey,,p_0016,student,TH,douyin,外观很喜欢，颜色也很治愈，适合放办公室。,3.4,positive,design,medium,2026-01-25T00:00:00,0,1
f_0070,u_052,beta_test,,p_0003,creator,TH,wechat,机器人陪伴感很好，放在桌面上很可爱，有时候真的会想和它说话。,4.6,positive,emotional_value,low,2026-06-18T00:00:00,0,0
f_0071,u_084,beta_test,c_0063,,office_worker,TH,xiaohongshu,机器人陪伴感很好，放在桌面上很可爱，有时候真的会想和它说话。,4.6,positive,emotional_value,low,2026-03-06T00:00:00,,0
f_0072,u_059,support_ticket,c_0013,,creator,TH,xiaohongshu,设置闹钟的路径不够直观，我找了很久。,3.3,negative,usability,low,2026-02-19T00:00:00,1,
f_0073,u_055,comment,,p_0013,small_merchant,US,douyin,不太确定数据会不会被上传，希望说明隐私策略。,3.1,negative,trust,high,2026-02-25T00:00:00,1,0
f_0074,u_009,beta_test,,p_0022,solo_founder,SG,wechat,机器人陪伴感很好，放在桌面上很可爱，有时候真的会想和它说话。,5,positive,emotional_value,low,2026-04-25T00:00:00,,0
f_0075,u_018,beta_test,,p_0003,small_merchant,TH,wechat,教程内容有用，但希望有更完整的案例和模板。,3.6,neutral,content_clarity,medium,2026-02-10T00:00:00,0,0
f_0076,u_084,support_ticket,c_0091,,solo_founder,US,wechat,功能不错，但这个价格我会犹豫，希望有基础版。,3.5,neutral,pricing,low,2026-03-14T00:00:00,0,
f_0077,u_031,review,,p_0027,developer,CN,zhihu,设置闹钟的路径不够直观，我找了很久。,2.8,negative,usability,low,2026-06-30T00:00:00,1,1
f_0078,u_025,beta_test,,p_0016,developer,CN,zhihu,触摸反馈偶尔不灵敏，希望下一版优化。,3.1,negative,quality,medium,2026-06-08T00:00:00,,0
f_0079,u_027,comment,c_0085,,student,SG,xiaohongshu,教程内容有用，但希望有更完整的案例和模板。,3.8,neutral,content_clarity,medium,2026-05-28T00:00:00,0,0
f_0080,u_037,review,,p_0024,office_worker,MY,douyin,机器人陪伴感很好，放在桌面上很可爱，有时候真的会想和它说话。,3.9,positive,emotional_value,medium,2026-02-01T00:00:00,0,
f_0081,u_021,beta_test,c_0023,,office_worker,TH,xiaohongshu,机器人陪伴感很好，放在桌面上很可爱，有时候真的会想和它说话。,4.9,positive,emotional_value,medium,2026-06-21T00:00:00,,1
f_0082,u_030,beta_test,,p_0021,solo_founder,SG,xiaohongshu,触摸反馈偶尔不灵敏，希望下一版优化。,2.7,negative,quality,low,2026-05-06T00:00:00,0,1
f_0083,u_007,survey,,p_0032,creator,SG,zhihu,外观很喜欢，颜色也很治愈，适合放办公室。,4.2,positive,design,low,2026-05-18T00:00:00,,0
f_0084,u_043,review,c_0026,,student,TH,xiaohongshu,如果能接入更多音乐平台就更好了。,4.7,positive,feature_request,medium,2026-02-24T00:00:00,0,1
f_0085,u_029,comment,,p_0022,developer,SG,zhihu,教程内容有用，但希望有更完整的案例和模板。,4.1,neutral,content_clarity,low,2026-02-12T00:00:00,1,
f_0086,u_076,survey,c_0028,,office_worker,MY,xiaohongshu,教程内容有用，但希望有更完整的案例和模板。,3.3,neutral,content_clarity,medium,2026-03-25T00:00:00,0,1
f_0087,u_074,beta_test,,p_0010,office_worker,CN,xiaohongshu,触摸反馈偶尔不灵敏，希望下一版优化。,3.3,negative,quality,high,2026-01-29T00:00:00,1,
f_0088,u_058,survey,,p_0007,creator,CN,zhihu,触摸反馈偶尔不灵敏，希望下一版优化。,2.6,negative,quality,low,2026-05-05T00:00:00,0,0
f_0089,u_003,survey,,p_0006,small_merchant,MY,bilibili,如果能接入更多音乐平台就更好了。,4.3,positive,feature_request,low,2026-05-17T00:00:00,1,0
f_0090,u_081,survey,,p_0024,small_merchant,CN,xiaohongshu,触摸反馈偶尔不灵敏，希望下一版优化。,1.7,negative,quality,medium,2026-04-16T00:00:00,,0
f_0091,u_090,support_ticket,,p_0018,developer,TH,bilibili,设置闹钟的路径不够直观，我找了很久。,2.6,negative,usability,medium,2026-02-04T00:00:00,,
f_0092,u_050,comment,c_0015,,office_worker,TH,xiaohongshu,如果能接入更多音乐平台就更好了。,4.4,positive,feature_request,medium,2026-04-24T00:00:00,0,
f_0093,u_027,review,c_0072,,solo_founder,SG,zhihu,模板包价格可以接受，如果加上视频讲解我愿意付更多。,5.0,positive,pricing,low,2026-03-19T00:00:00,1,1
f_0094,u_036,beta_test,,p_0028,student,MY,douyin,设置闹钟的路径不够直观，我找了很久。,2.9,negative,usability,medium,2026-05-25T00:00:00,,
f_0095,u_058,support_ticket,,p_0019,solo_founder,CN,bilibili,语音反应有点慢，连续说两句话时容易卡住。,3.0,negative,performance,low,2026-05-01T00:00:00,0,1
f_0096,u_015,private_message,,p_0018,creator,US,bilibili,语音反应有点慢，连续说两句话时容易卡住。,2.3,negative,performance,low,2026-06-03T00:00:00,,0
f_0097,u_061,comment,,p_0009,office_worker,US,xiaohongshu,设置闹钟的路径不够直观，我找了很久。,2.6,negative,usability,low,2026-06-03T00:00:00,,1
f_0098,u_063,support_ticket,,p_0021,small_merchant,TH,zhihu,触摸反馈偶尔不灵敏，希望下一版优化。,2.8,negative,quality,medium,2026-05-18T00:00:00,1,
f_0099,u_022,comment,c_0040,,creator,US,douyin,功能不错，但这个价格我会犹豫，希望有基础版。,4.4,neutral,pricing,low,2026-02-27T00:00:00,1,1
f_0100,u_021,private_message,c_0080,,developer,MY,bilibili,教程内容有用，但希望有更完整的案例和模板。,3.5,neutral,content_clarity,low,2026-07-10T00:00:00,0,0
f_0101,u_074,review,,p_0021,office_worker,MY,douyin,外观很喜欢，颜色也很治愈，适合放办公室。,4.8,positive,design,low,2026-07-10T00:00:00,1,1
f_0102,u_069,comment,,p_0011,student,CN,wechat,功能不错，但这个价格我会犹豫，希望有基础版。,4.1,neutral,pricing,medium,2026-02-27T00:00:00,1,1
f_0103,u_083,private_message,,p_0022,solo_founder,US,douyin,功能不错，但这个价格我会犹豫，希望有基础版。,4.3,neutral,pricing,low,2026-06-14T00:00:00,,1
f_0104,u_062,beta_test,c_0094,,creator,TH,xiaohongshu,如果能接入更多音乐平台就更好了。,4.5,positive,feature_request,medium,2026-01-27T00:00:00,1,
f_0105,u_042,beta_test,,p_0006,developer,SG,zhihu,外观很喜欢，颜色也很治愈，适合放办公室。,3.8,positive,design,medium,2026-03-12T00:00:00,0,0
f_0106,u_086,beta_test,c_0087,,developer,US,bilibili,模板包价格可以接受，如果加上视频讲解我愿意付更多。,4.5,positive,pricing,medium,2026-04-12T00:00:00,,
f_0107,u_047,survey,c_0086,,creator,US,douyin,模板包价格可以接受，如果加上视频讲解我愿意付更多。,4.5,positive,pricing,medium,2026-04-20T00:00:00,1,1
f_0108,u_054,survey,,p_0029,solo_founder,SG,wechat,模板包价格可以接受，如果加上视频讲解我愿意付更多。,4.6,positive,pricing,medium,2026-02-25T00:00:00,,
f_0109,u_061,support_ticket,,p_0020,solo_founder,CN,zhihu,语音反应有点慢，连续说两句话时容易卡住。,2.6,negative,performance,medium,2026-07-03T00:00:00,1,1
f_0110,u_026,review,,p_0009,office_worker,MY,zhihu,功能不错，但这个价格我会犹豫，希望有基础版。,3.4,neutral,pricing,medium,2026-01-31T00:00:00,1,
f_0111,u_029,beta_test,,p_0030,student,SG,douyin,设置闹钟的路径不够直观，我找了很久。,2.4,negative,usability,high,2026-05-21T00:00:00,0,
f_0112,u_089,private_message,,p_0032,creator,CN,xiaohongshu,设置闹钟的路径不够直观，我找了很久。,3.2,negative,usability,medium,2026-05-27T00:00:00,0,
f_0113,u_034,private_message,,p_0028,small_merchant,US,xiaohongshu,如果能接入更多音乐平台就更好了。,4.1,positive,feature_request,low,2026-03-28T00:00:00,0,
f_0114,u_089,review,,p_0030,solo_founder,SG,xiaohongshu,机器人陪伴感很好，放在桌面上很可爱，有时候真的会想和它说话。,5,positive,emotional_value,medium,2026-04-23T00:00:00,1,
f_0115,u_068,private_message,,p_0019,student,TH,bilibili,如果能接入更多音乐平台就更好了。,4.6,positive,feature_request,low,2026-06-23T00:00:00,0,
f_0116,u_039,comment,c_0088,,small_merchant,MY,xiaohongshu,如果能接入更多音乐平台就更好了。,4.3,positive,feature_request,medium,2026-02-26T00:00:00,0,0
f_0117,u_053,comment,,p_0032,creator,CN,bilibili,模板包价格可以接受，如果加上视频讲解我愿意付更多。,4.8,positive,pricing,low,2026-06-13T00:00:00,,
f_0118,u_071,private_message,c_0092,,student,US,wechat,模板包价格可以接受，如果加上视频讲解我愿意付更多。,4.9,positive,pricing,low,2026-02-19T00:00:00,0,0
f_0119,u_018,survey,,p_0024,developer,TH,douyin,教程内容有用，但希望有更完整的案例和模板。,3.8,neutral,content_clarity,low,2026-03-18T00:00:00,0,
f_0120,u_017,review,c_0040,,creator,CN,wechat,功能不错，但这个价格我会犹豫，希望有基础版。,3.9,neutral,pricing,low,2026-02-09T00:00:00,0,1
f_0121,u_005,private_message,,p_0007,developer,TH,xiaohongshu,触摸反馈偶尔不灵敏，希望下一版优化。,1.6,negative,quality,low,2026-02-06T00:00:00,1,
f_0122,u_016,support_ticket,c_0101,,creator,TH,bilibili,机器人陪伴感很好，放在桌面上很可爱，有时候真的会想和它说话。,4.8,positive,emotional_value,low,2026-04-20T00:00:00,0,0
f_0123,u_075,comment,c_0036,,solo_founder,SG,zhihu,功能不错，但这个价格我会犹豫，希望有基础版。,3.7,neutral,pricing,low,2026-02-15T00:00:00,,0
f_0124,u_037,review,,p_0013,developer,CN,xiaohongshu,模板包价格可以接受，如果加上视频讲解我愿意付更多。,4.0,positive,pricing,low,2026-05-30T00:00:00,,1
f_0125,u_057,private_message,c_0024,,student,SG,douyin,如果能接入更多音乐平台就更好了。,5,positive,feature_request,low,2026-05-05T00:00:00,0,1
f_0126,u_064,comment,,p_0009,small_merchant,MY,zhihu,语音反应有点慢，连续说两句话时容易卡住。,2.5,negative,performance,high,2026-01-31T00:00:00,0,1
f_0127,u_059,support_ticket,,p_0019,small_merchant,MY,wechat,教程内容有用，但希望有更完整的案例和模板。,3.7,neutral,content_clarity,medium,2026-03-10T00:00:00,0,1
f_0128,u_087,beta_test,,p_0032,office_worker,US,zhihu,如果能接入更多音乐平台就更好了。,5,positive,feature_request,low,2026-02-20T00:00:00,0,1
f_0129,u_022,beta_test,c_0014,,solo_founder,SG,douyin,触摸反馈偶尔不灵敏，希望下一版优化。,2.9,negative,quality,medium,2026-02-21T00:00:00,0,1
f_0130,u_083,survey,,p_0018,solo_founder,US,zhihu,教程内容有用，但希望有更完整的案例和模板。,4.4,neutral,content_clarity,medium,2026-05-25T00:00:00,,1
f_0131,u_016,comment,c_0014,,office_worker,US,bilibili,功能不错，但这个价格我会犹豫，希望有基础版。,3.4,neutral,pricing,low,2026-02-03T00:00:00,0,1
f_0132,u_078,private_message,c_0049,,solo_founder,SG,douyin,机器人陪伴感很好，放在桌面上很可爱，有时候真的会想和它说话。,4.4,positive,emotional_value,low,2026-02-09T00:00:00,,
f_0133,u_038,private_message,c_0026,,office_worker,US,zhihu,教程内容有用，但希望有更完整的案例和模板。,3.6,neutral,content_clarity,low,2026-01-29T00:00:00,1,0
f_0134,u_057,survey,,p_0025,student,CN,bilibili,触摸反馈偶尔不灵敏，希望下一版优化。,3.0,negative,quality,high,2026-07-08T00:00:00,1,
f_0135,u_040,private_message,,p_0009,office_worker,US,xiaohongshu,功能不错，但这个价格我会犹豫，希望有基础版。,3.1,neutral,pricing,medium,2026-05-22T00:00:00,,0
f_0136,u_064,support_ticket,,p_0017,office_worker,TH,douyin,模板包价格可以接受，如果加上视频讲解我愿意付更多。,4.4,positive,pricing,medium,2026-04-13T00:00:00,0,0
f_0137,u_045,private_message,,p_0024,developer,CN,douyin,不太确定数据会不会被上传，希望说明隐私策略。,2.3,negative,trust,medium,2026-05-06T00:00:00,1,0
f_0138,u_076,beta_test,,p_0020,small_merchant,CN,douyin,外观很喜欢，颜色也很治愈，适合放办公室。,4.9,positive,design,low,2026-04-17T00:00:00,0,0
f_0139,u_085,survey,,p_0030,developer,TH,wechat,模板包价格可以接受，如果加上视频讲解我愿意付更多。,4.5,positive,pricing,low,2026-04-12T00:00:00,1,
f_0140,u_063,beta_test,,p_0007,small_merchant,SG,douyin,触摸反馈偶尔不灵敏，希望下一版优化。,3.3,negative,quality,medium,2026-05-29T00:00:00,,1
